id,feature,sentence
4d381c70-62b8-4eac-a4e4-f8994c0c98c3,Price list,Use a price list to reward your loyal customers with discounts without applying any coupons. You can also set custom prices for individual or bulk products and implement volume-based tier pricing.
8ed0a5af-4deb-44b5-aa16-6b0a66ccf9f8,Access restriction,You can either display your storefront to only select members or make it mandatory to sign up to your ecommerce store to view your products-the choice is yours.
851de074-3564-46e0-8bd5-efc694db6679,Admins,"Admins have the same privileges as the store owner, except that they can't delete or unpublish the store, nor can they edit user permissions."
064148a1-6e65-41c4-96aa-cd3c7777ebd8,Staff,"Add users as staff if you want to assign responsibility to only specific ecommerce modules such as orders, collections, or shipping."
5f0137fc-49f7-4648-b565-2bd389de0a99,Authors,"Authors have privileges similar to admins, but they can only edit the pages they have access to."
695c6683-ca86-4e08-9c12-c8061a2af614,Developers,Developers are third-party visitors who have the same privileges as an admin. They do not need to be a part of your organization.
099ae438-82d4-486c-8f57-ad5996f43286,Guests,Guests are third-party visitors who have the same privileges as an author. They do not need to be a part of your organization.
c736c675-d1fe-422d-ba3f-16dd54cdf477,Track your inventory,Track every single unit of your product and set alerts to be notified when the product runs low on stock.
e9ca79fc-ef10-40d2-a624-0050022a3544,Apply quantity restrictions,Set a minimum and maximum quantity value for your product if you want to either restrict your customers from purchasing beyond a certain threshold or if you want them to buy a minimum quantity.
71fec7e4-667c-4d7d-8f00-334fe483a575,Manage stock,"Automatically update your inventory when a sale happens, saving both time and effort."
1b5fae43-9d5a-4559-9317-7deb0b118dcb,Robots,You may not want every page on your ecommerce store to be crawled. Inform search engines about the pages that matter to you and those that shouldn't be crawled by modifying the Robots.text file.
ff8205ca-4fc0-421e-b39a-cc9d430a21cc,Tag management made easy,"Connect seamlessly with Google Tag Manager, eliminating your dependency on your IT team to add snippets of code. You can easily do that yourself and centrally maintain all the Javascript tags."
851798bf-b4cc-4cfd-91f6-ce7990d6df3f,Bing ranking improvement,Get a holistic understanding of your ecommerce store's performance on Microsoft Bing by pasting the HTML meta tag received into your store.
cc27214f-5504-48e9-8a9b-bdbdd814d4d7,User redirects,"Don't worry if you've moved any of your store's pages to a new URL. Instantly set up a 301 redirect and choose the page you want your customers to view, and they will automatically be redirected to the new page."
d7eafc35-9033-48a9-b620-b9eee3338c36,Sitemap XML,Improve your store's chances of ranking high in search engines by uploading your store's sitemap XML file.
3e720a91-5840-411b-badf-09c578f3b887,Set up your Facebook shop,Just add the Facebook pixel ID to your Zoho Commerce store to display all your inventory and start taking orders via Facebook.
bce2a879-034d-4435-adaa-4745893dc90e,Set up your Instagram shop,Promote and sell your products on Instagram by integrating your online store with Instagram. Display your inventory in the shop section and have your products discoverable in the explore tab of Instagram.
3efbfde2-eb91-4b2c-95bc-af8abb0dcd19,Showcase your products on Google,"Help shoppers discover your products on various Google surfaces like Google Search, Google Images, Google Shopping, and Google Lens by connecting your Zoho Commerce store with the Google Merchant Center."
d1533473-33d5-4cb0-b14d-889e718fcea7,Know what your customers like,Zia understands your customers based on their activities and behavioral patterns on your ecommerce store. Leverage this to recommend products that are relevant to your customers.
7d5c4b32-72ff-4aac-bc5a-1a6f5e976d0f,Cross-sell with confidence,Increase sales by recommending related products that are typically bought together.
ae195cfc-ccfc-4e25-aaec-adc49ddc7afe,Predict what new customers like,Zia can not only recommend products to existing customers but can also predict what new customers are likely to buy based on their behavior in your store.
75f1f857-1a68-4fc6-b1bc-feab23a22a25,Recover abandoned carts,Increase your ecommerce store's conversion rate by automating reminder emails to those who have added a product to their cart but have not completed the purchase.
d341d006-ce47-41f3-b9c5-163b2d42e283,Replenish your stock,Be reminded instantly to replenish your stock when your current quantity reaches the low stock limit threshold value for a specific product.
3463075f-4276-4774-8205-a37c3cda2bd0,Send order confirmation response,"Send an automated order confirmation email to your customers with their order number, order date, and shipping address to help them keep track of their orders."
34f690c5-96a1-489b-9200-1561179a6bc0,A coupon for every purpose,"Create coupons based on your business need. You can create different coupons for specific customers, all orders, chosen collections, etc.; your options are extensive."
ad3dcc16-9c67-4c04-9783-d5627c389a1c,Explore different discount types,Set different types of discounts for different requirements. You can either set a flat discount or a discount based on a certain percentage of product price.
711ba7da-84c9-4360-8f4d-d377df912b75,Limit coupon usage,Maintain complete control over the number of coupons each customer can claim and set a time duration for coupon validity.
653c3bfd-f491-4d24-afcb-d646a31321ca,Customize your  Buy Now button,"Pick the font size, color, and layout style of your choice to enhance the overall presentation. Enable borders and make it stand out to your customers."
09deec18-7829-42c6-be4e-8d9cf436d603,Display variants,"Provide multiple options to your customers by displaying the variants based on size, color, weight, and more with the Buy Now Button. Provide your customers the option to choose what appeals to them."
ffe2e1f4-623f-4aa2-9440-9b7c181efb9b,Change the position,"You can display the Buy Now button either below the product image or beside it, as per your preference."
73b818a6-1934-491a-ae72-de5496fb2d67,Manage reviews,"Set a limit to the number of reviews you want to display on a single page, be notified every time your customers submit a review, and protect your website from spam with CAPTCHA."
3d9042af-ac8a-4669-b64c-4c73a91a8bb4,Moderate individual reviews,Filter reviews based on different parameters to filter out spam. You can also choose to allow only verified customers to submit reviews.
4497e256-0034-44bd-b6f0-a162e2f30266,Moderate reviews in bulk,"Save time by moderating multiple reviews at one go by selecting the appropriate action from Approve, Inappropriate, Spam, Not Spam, Trash, and Restore options."
