source_id,option_id,source,option,is_similar
1aed1fb4-258d-4377-9a88-1de701106294,125ad59a-a2ce-4ce3-aa79-f0096ca5fc37,The system shall enable the Sales Assistant to input the contract price for a new product.,The system shall enable the Sales Assistant to input the retail price for a new product.,228ff569-020d-4158-8f4b-fa3cdff36cc8
1b1b5453-0d0d-4c70-9773-d656f49eabc9,7421168c-059b-42d0-8137-3f3937772ab0,Prices and payments can be rounded to the smallest denomination of the currency.,"We support 160+ currencies, which means you can empower your customers across the globe to view prices in their preferred currency. The final checkout will happen in your base currency.",bc249626-1744-4ff0-9a29-39a1c3ba76a2
1b3ebbee-098b-402f-8c30-ad1fba2dbc17,1a497cb4-b6f6-4969-9bbd-c32fe7608c09,The system shall allow the Sales Assistant to enter the first name and last name of a potential customer.,The system shall enable the Sales Assistant to update the first name and last name of an existing customer.,ee7793de-65a8-4ade-bec6-5f56b32ffb8a
1b5fae43-9d5a-4559-9317-7deb0b118dcb,d7eafc35-9033-48a9-b620-b9eee3338c36,You may not want every page on your ecommerce store to be crawled. Inform search engines about the pages that matter to you and those that shouldn't be crawled by modifying the Robots.text file.,Improve your store's chances of ranking high in search engines by uploading your store's sitemap XML file.,851798bf-b4cc-4cfd-91f6-ce7990d6df3f
1c8e6ddc-ed63-4b6a-a882-6ae620c232db,d73e546d-d2c5-4735-b908-53250cd8e3dc,"Your planned calls are queued, ensuring a seamless switch from one task to the next.",Log calls in the chatter or trigger VoIP calls in just a few clicks. Odoo proposes to automatically reschedule the next action after the call.,c8217134-d28d-4e2e-be5d-2924ac69a4a8
1cb7bf4d-17be-4294-b14b-ae45b5697a35,e0e8172e-d407-4f69-a4a4-0f39979d3ab4,"Upon successful addition of the product, the system shall generate a unique product number for the new product.","Upon successfully adding a new product, the system shall generate a unique product number for the new product.",77a57e05-63ee-46f4-b130-f2fa94d7997c
1ce40c57-b281-45cf-a8df-7daf062acde9,3d1f22aa-54ef-4fc2-a0b3-f969ba3f56d1,"The system shall allow the Sales Assistant to browse delivery information related to contract sales, wholesale, and retail.","The system shall ensure that the Sales-Assistant can browse through product information, including stock status, retail price, and wholesale price and quantity.",62269738-f131-4704-a707-3eb654ec3157
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,7c2d4c23-b312-4eec-b2cc-c847b78b0081,"The system shall provide an option to update the address details of an existing customer, including address number, street, ward, district, and city.","The system shall allow the Sales Assistant to enter the address details of a potential customer, including address number, street, ward, district, and city.",86692c68-a2b0-477d-a9a1-0478fa5d044a
1da3eac7-0cae-47b3-8064-943588f75468,8a3b2db0-eed0-45ac-97ce-c719fceb3278,"The system must provide a list of delivered items, allowing users to easily select the ID of the returned item from the list for accurate data entry",The system must provide dropdown lists for selecting valid godown IDs and item IDs to ensure accurate data entry and enhance user-friendliness.,eaba874f-4ec6-4ee5-921a-9933001864e8
1e050fb2-3ba9-4fd2-ba61-e7b5cde605da,71a86fef-c152-46a9-88cf-ae3b10b0c5d4,Manage multiple companies within a single Odoo environment.,Automatically mirror sales and purchase orders in a multi-company setup.,df5449c3-bc39-4a3f-9d0f-8a0ba90d1f7c
1e207c52-8a22-40d4-a017-2340a0a74778,aac36fd1-379f-4690-b413-c564ed1d0cda,"Supports first-in, first out (FIFO), average cost (AVCO), and standard price costing methods.","Choose product removal strategies (FIFO, FEFO, nearest available zone, LEFO) and streamline picker paths with the right picking method (single, batch, cluster, wave).",47d4e880-a6d5-4b96-953c-75de6f050947
1ec2fbd3-6806-45b0-85be-b7199c5d0fa2,7b034cbb-cf55-414e-a967-b2f5de9803bd,It allows admin to generate outwards details report.,It allows admin to generate inwards details report.,37b8f9f8-b03a-4fff-a9ab-5a38d9320239
1fc5673c-1125-47f4-919d-afd4b467945f,3b680e7f-7f2a-4138-8e95-8f9a0f95e831,"If the ""Sales Person Historical Data"" option is selected, the system must prompt the user to input ""from date"" and ""to date"" values to display all sales belonging to that Sales Person within the specified date range.","If the ""Most Sold Product"" option is selected, the system must prompt the user to input ""from date"" and ""to date"" values to display a list of the most sold products and their total revenue between the specified dates, but only if the user is a Sales Manager.",fc6a5c36-c9c8-404b-a2ef-f1e1879e3433
2104b8f6-f3a3-4a12-868b-963508d3216f,94454f49-269a-489f-a6b7-bfa92a5f08e3,"If the ""All Customers"" option is selected, the system must display an alphabetically sorted list of all customers.","If the ""All Products"" option is selected, the system must display an alphabetically sorted list of all products.",e46bfbdf-d4e0-4bcd-aa76-eebaf9aa9dbf
221b2621-1ffe-468b-86cc-86539c079463,103484c3-b5f6-4a97-919c-c76ff65df825,"Effectively manage activities and calls by organizing their order and scheduling them for each opportunity, while promptly logging and analyzing them in the opportunity's chat. Additionally, monitor and record your team's activities to ensure efficient workflow management.","Follow key quotations and business opportunities in just a click, and get alerts about relevant activities. Schedule activities directly from business opportunities, and get reminders when the activities need to be performed.",125ad59a-a2ce-4ce3-aa79-f0096ca5fc37
228ff569-020d-4158-8f4b-fa3cdff36cc8,125ad59a-a2ce-4ce3-aa79-f0096ca5fc37,The system shall allow the Sales Assistant to enter the wholesale price for a new product.,The system shall enable the Sales Assistant to input the retail price for a new product.,1aed1fb4-258d-4377-9a88-1de701106294
239587c2-b956-40a5-bd01-37f9fbf3dbb0,e589d00c-23f1-46a9-927f-ebea0339e687,"Connect barcode scanners, payment terminals, and cash registers to simplify your workflow.",A fast user interface designed for modern inventory management. Get more work done with less effort with or without barcode scanners.,f228dd9b-cf13-4e15-b17c-df151e03b7c3
24081bb2-7ca7-4e2b-91d5-4373206c6104,3463075f-4276-4774-8205-a37c3cda2bd0,"Identify your customers by registering their email and contact address, allowing you to keep track of individual sales.","Send an automated order confirmation email to your customers with their order number, order date, and shipping address to help them keep track of their orders.",b97df4db-518d-4408-8f7e-ffb7a4d3c9c7
241e8b00-efe5-44d8-9d02-264350eb11e0,d876e43a-fdf6-4c9a-a114-50ab73141a6a,"The system shall allow the Sales-Assistant to update contract information by entering necessary updates including contract terms and conditions, payment due date, and delivery due date.","The system shall provide the capability for the Sales-Assistant to enter terms and conditions, payment due date, delivery due date, and contract date for the new contract.",ec427402-ac93-4327-87d7-86216a23388c
2435debf-b31d-4219-87cb-7f18e8889b22,009a2bef-0070-4f06-8a4e-dc306b17b7c2,"The system's report shall present a clear and organized customer list, highlighting each customer's total purchases, payments, and debts within the selected timeframe.","The system shall generate a detailed report of all customers' payment statuses for the specified time period, including the total amount purchased, total payments made, and the current outstanding debt.",fb944c0d-4c35-4d79-8f71-e919968f3ed7
