id,feature,sentence,app
19a0e4ff-723c-4a11-9417-e00facdb199c,deduce stock amount,The system must allow the user to input a valid barcode to identify the product whose stock needs to be updated.,Softeng POS
10056c6c-ec00-44ab-89aa-df89b77907f6,deduce stock amount,The system must validate that the barcode corresponds to a product in the backend catalogue and that the product has at least one item in stock.,Softeng POS
8159c6ea-895c-4164-8283-9168be94d1a5,deduce stock amount,The system must verify that the product's current stock amount is greater than or equal to one before proceeding with the stock deduction.,Softeng POS
6c865a00-710f-4e23-bad1-cd8bbff1da61,deduce stock amount,"Once the barcode is validated and the stock check is passed, the system must deduct one unit from the current stock amount of the product.",Softeng POS
317dc865-c951-4534-a701-2bf016d09e9b,deduce stock amount,"The system must update the backend inventory system with the new stock amount after the sale is completed (i.e., Product.stockAmount_after = Product.stockAmount_before - 1).",Softeng POS
94ecfbdf-789b-446c-9af7-e4443b10d578,deduce stock amount,"After the stock has been updated, the system must confirm the deduction and reflect the updated stock amount for the product.",Softeng POS
35a2d004-5d38-49d0-a841-59b8833e2b4a,deduce stock amount,"If the product stock is zero or less, the system must display an error message indicating that the product is out of stock and prevent the sale from proceeding.",Softeng POS
bc249626-1744-4ff0-9a29-39a1c3ba76a2,Handle payment cash,The system must allow the user to input the amount to be paid and the cash received from the customer.,Softeng POS
d0f2e3db-161a-4fbe-bdac-b4a79f360f2c,Handle payment cash,The system must validate that the cash received is greater than or equal to the amount to be paid before proceeding with the transaction.,Softeng POS
a63ce3b7-c73d-4d2f-a922-5da4c73b3c73,Handle payment cash,"Once the payment is validated, the system must calculate the change to be given by subtracting the amount to be paid from the cash received.",Softeng POS
f341131f-bf87-49c3-b8bf-2b391dbaebfd,Handle payment cash,"After the transaction is validated, the system must add the amount to be paid to the total cash amount in the register or point-of-sale system.",Softeng POS
a85f944a-7696-4eff-90cf-901c0c3cec32,Handle payment cash,The system must display the calculated change and confirm that the payment was successfully processed.,Softeng POS
cf8d9af4-1e1a-48e3-b1e0-fcb8c2b4b232,Handle payment cash,"After the payment is processed, the system must update the total amount of cash in the register to reflect the new balance:",Softeng POS
783154f2-3e04-48e7-ad38-88684428d678,Handle Coupon,"The system must allow the user to input or scan the coupon using the barcode to retrieve the coupon details, including the coupon ID, promotion ID, and product ID.",Softeng POS
535a65fa-a781-4c74-94fd-fc6483bff43c,Handle Coupon,The system must verify that the coupon ID is valid and corresponds to an existing promotion in the system.,Softeng POS
65d2fcaa-3f06-428a-8044-1c8d302f0233,Handle Coupon,The system must check whether the promotion associated with the coupon is still active and valid based on the current date and promotion's expiry date.,Softeng POS
01379659-6e85-4055-a25b-c57056cbe842,Handle Coupon,The system must verify that the product associated with the coupon is available in stock before applying the discount.,Softeng POS
ac703f90-9dd4-4bd8-bd08-bafe5a749699,Handle Coupon,"After validating the coupon and checking the promotion's validity, the system must retrieve the discount rate associated with the promotion and apply it to the product's price.",Softeng POS
bed40d36-2ebd-4507-98fc-137207d0120e,Handle Coupon,The system must calculate the discounted price by applying the retrieved discount rate to the product's original price.,Softeng POS
7ffeeb21-366c-49e1-9d14-6cba725b94d8,Handle Coupon,"If the coupon is invalid, the promotion has expired, or the product is unavailable, the system must display an error message and prevent the discount from being applied.",Softeng POS
3aa33f22-c17d-445f-bf94-81ce45793481,Handle Coupon,"After applying the coupon, the system must update the total amount to be paid with the discounted price and ensure the interface is ready for the next step in the transaction.",Softeng POS
e61f9b9d-6013-4e8e-867d-3780315098c2,Record stock status,The system shall allow the Sales Assistant to enter the product name when recording the stock status for a new product.,SMS
4a3f9539-71ef-43b4-ac9f-38affcbd18f0,Record stock status,The system shall enable the Sales Assistant to input the quantity of the new product being added to the stock.,SMS
883786a9-a36d-4763-b1a9-f4f0fd25119b,Record stock status,The system shall require the Sales Assistant to enter a unique stock number for the new product.,SMS
0b985b98-5735-4271-a2b0-58adbce79d8d,Record stock status,The system shall provide an option for the Sales Assistant to add the product to the stock after entering the required details.,SMS
e0e8172e-d407-4f69-a4a4-0f39979d3ab4,Record stock status,"Upon successfully adding a new product, the system shall generate a unique product number for the new product.",SMS
4afcc1d0-99e4-4db2-8e7f-2f2d80206fb2,Record stock status,The system shall update the stock to reflect the new quantity of the added product.,SMS
a682fb54-6366-45c6-ae02-7c8e24df5d33,Record stock status,"The system shall display a confirmation message showing the product name, product number, and updated stock quantity after the product is successfully added.",SMS
14d70972-7f2f-4a38-b259-ed8587406305,Update stock status,The system shall allow the Sales Assistant to search for an existing product using either the product number or the product name as access keys.,SMS
07a620a9-8c0c-4cd5-9b97-01fa7fd597ec,Update stock status,"The system shall display the details of the existing product when found, including its current quantity and stock number.",SMS
68c0a16c-fec9-4ca5-9207-4b541761d594,Update stock status,The system shall allow the Sales Assistant to update the quantity of the existing product.,SMS
82ec8cc4-6342-4d40-a856-7d803c54528d,Update stock status,The system shall allow the Sales Assistant to update the stock number of the existing product.,SMS
4494c1ef-a3cc-4848-a43c-e44d8fd5e04e,Update stock status,The system shall provide an option for the Sales Assistant to accept the changes made to the product details.,SMS
69b5b69d-bb92-4d1b-8e23-472f81180c8c,Update stock status,"Upon acceptance of the updated product details, the system shall save the changes and update the stock with the new quantity and stock number.",SMS
9f201428-8309-4ba4-8b81-67514a8a427d,Update stock status,The system shall display a confirmation message showing the updated quantity and stock details after the product has been successfully updated.,SMS
33db9066-8a51-4373-b374-f66c15436d8a,Update stock status,The system shall notify the Sales Assistant if the searched product cannot be found using the provided access keys.,SMS
d8ce61bb-9b01-440d-a5c3-4df5a5691508,Record product price,The system shall allow the Sales Assistant to enter the product name when recording the price details for a new product.,SMS
125ad59a-a2ce-4ce3-aa79-f0096ca5fc37,Record product price,The system shall enable the Sales Assistant to input the retail price for a new product.,SMS
228ff569-020d-4158-8f4b-fa3cdff36cc8,Record product price,The system shall allow the Sales Assistant to enter the wholesale price for a new product.,SMS
72e1bade-df9d-499d-b8aa-32862bd334c4,Record product price,The system shall provide an option for the Sales Assistant to specify the wholesale quantity when recording the wholesale price.,SMS
1aed1fb4-258d-4377-9a88-1de701106294,Record product price,The system shall enable the Sales Assistant to input the contract price for a new product.,SMS
8ff60e36-0f00-495d-ad1a-dcc8d3b795a2,Record product price,The system shall provide an option to add the new product after all required details have been entered.,SMS
1cb7bf4d-17be-4294-b14b-ae45b5697a35,Record product price,"Upon successful addition of the product, the system shall generate a unique product number for the new product.",SMS
59c0e138-64e7-4c76-a3a7-0dc7cb2af593,Record product price,"The system shall store and display the entered prices (retail price, wholesale price, and contract price, if applicable) along with the wholesale quantity for the new product.",SMS
30ec1003-6e25-480a-8bf9-e57146bd2f22,Record product price,The system shall notify the Sales Assistant if any required fields are missing or invalid during the product addition process.,SMS
dcf45e4f-3535-4968-b917-14f77190109b,Record product price,"The system shall display a confirmation message with the product name, product number, and recorded price details after successful product addition.",SMS
56ddcebc-98d7-41a4-b3a9-b979ea8aaa9d,Update product price,The system shall allow the Sales Assistant to search for an existing product using either the product number or product name as access keys.,SMS
dda44bb7-3aee-49eb-b520-6e0eec55f563,Update product price,"The system shall display the current price details of the existing product, including retail price, wholesale price, wholesale quantity, and contract price, when found.",SMS
f3ace772-a3e6-48c2-8411-6a95911d0be0,Update product price,The system shall enable the Sales Assistant to update the retail price of the existing product.,SMS
9c03d083-84af-4444-af66-a94b36fbb237,Update product price,The system shall allow the Sales Assistant to modify the wholesale price of the existing product.,SMS
a36cb917-b5bc-4662-8d8b-57596c91e7bb,Update product price,The system shall provide an option to update the wholesale quantity associated with the wholesale price of the product.,SMS
a1802ec7-19bc-454c-9ff1-74f0c867fd49,Update product price,The system shall enable the Sales Assistant to update the contract price of the existing product.,SMS
9d4f2c4c-e42a-471c-8e76-1d189115a9ff,Update product price,The system shall allow the Sales Assistant to accept the updated product details and save the changes.,SMS
45702800-0579-4577-a1ee-ff8af5f48eb8,Update product price,"Upon accepting the changes, the system shall update the product record with the new or modified price details.",SMS
dcba7c6c-7c1e-4aa2-9e4f-f959876f44c8,Update product price,"The system shall display a confirmation message indicating the successful update of the product prices, including all updated values.",SMS
8c0d5a40-3cab-4a11-a88a-65e99496b0f5,Update product price,The system shall notify the Sales Assistant if the searched product cannot be found using the provided access keys.,SMS
14171841-9ced-4a95-a1a5-158af8ad7a5b,Update product price,The system shall validate the entered price values and notify the Sales Assistant of any errors or missing required fields before saving the changes,SMS
1b3ebbee-098b-402f-8c30-ad1fba2dbc17,Record customer,The system shall allow the Sales Assistant to enter the first name and last name of a potential customer.,SMS
e2123b20-3a75-4939-b1cc-a30d6c97f233,Record customer,The system shall enable the Sales Assistant to input the ID card number of a potential customer.,SMS
7c2d4c23-b312-4eec-b2cc-c847b78b0081,Record customer,"The system shall allow the Sales Assistant to enter the address details of a potential customer, including address number, street, ward, district, and city.",SMS
075215f0-090b-414a-ab2a-9205de47723b,Record customer,The system shall enable the Sales Assistant to record the phone number and cell number of a potential customer.,SMS
c0fe91a3-c62c-4b1c-9fda-9a0bc4a6ac5c,Record customer,The system shall provide an option to enter the email address of a potential customer.,SMS
db83e100-6eec-4b8f-8143-ec0afd7d0236,Record customer,The system shall allow the Sales Assistant to add the new customer after entering the required personal data.,SMS
77a57e05-63ee-46f4-b130-f2fa94d7997c,Record customer,"Upon successful addition, the system shall generate a unique customer number for the new potential customer.",SMS
a5206433-4209-462d-99d3-de1946f94092,Record customer,"The system shall store the personal data of the potential customer, including all entered fields, in the customer database.",SMS
4f3ce2f1-a343-4246-8d7d-0e5257539dcb,Record customer,"The system shall display a confirmation message containing the customer name, customer number, and a summary of the recorded data after successful addition.",SMS
d944f82c-56d0-4beb-9c7a-d5b379e0effb,Record customer,The system shall validate all required fields before adding a new customer and notify the Sales Assistant of any missing or invalid data.,SMS
4e7ee4cc-3a00-4988-8641-834f5a00ca10,Record customer,The system shall ensure that the ID card number is unique and notify the Sales Assistant if the entered ID card number already exists in the database.,SMS
6d449a21-6e94-4c22-a062-efee364ba285,Update customer,The system shall allow the Sales Assistant to search for an existing customer using either the customer name or customer number as access keys.,SMS
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,Update customer,"The system shall display the current personal information of the customer when found, including first name, last name, ID card number, address, phone, cell, and email.",SMS
1a497cb4-b6f6-4969-9bbd-c32fe7608c09,Update customer,The system shall enable the Sales Assistant to update the first name and last name of an existing customer.,SMS
d1a305ff-93ef-45ed-8ddf-1b7f9612f6d3,Update customer,The system shall allow the Sales Assistant to modify the ID card number of an existing customer.,SMS
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,Update customer,"The system shall provide an option to update the address details of an existing customer, including address number, street, ward, district, and city.",SMS
86692c68-a2b0-477d-a9a1-0478fa5d044a,Update customer,The system shall enable the Sales Assistant to update the phone and cell numbers of an existing customer.,SMS
3ceadcff-5445-41c9-830a-67510b703517,Update customer,The system shall allow the Sales Assistant to update the email address of an existing customer.,SMS
c5eabd79-d5f8-4bbb-855b-60bf790f290e,Update customer,The system shall allow the Sales Assistant to accept the changes made to the customer's personal information and save the updates.,SMS
abef1f71-5f50-49de-a98b-e317f3572a34,Update customer,"Upon accepting the updates, the system shall save the new personal data of the customer in the database.",SMS
bbe6309c-f1b0-4a46-98ec-6143f29b6fb6,Update customer,The system shall display a confirmation message summarizing the updated information after the changes are successfully saved.,SMS
cb052de8-84ec-4e68-9ddb-b6505a3b3915,Update customer,The system shall validate the updated fields and notify the Sales Assistant of any errors or missing data before saving the changes.,SMS
3e9c6401-854c-4863-a665-710df318f728,Update customer,The system shall ensure that the updated ID card number is unique and notify the Sales Assistant if it matches an existing record.,SMS
756c29c3-b9b0-4c37-ab9a-73c7908e6fd3,Make contract,The system shall allow the Sales-Assistant to find an existing customer for creating a new contract by providing either the customer's name or customer number as access keys.,SMS
5116ed99-57af-41e6-8cc8-82a858a11ddf,Make contract,The system shall enable the Sales-Assistant to find an existing staff member for the new contract using the staff name as the access key.,SMS
52a84349-c307-4e43-bb4d-8cfcdb865e50,Make contract,The system shall support the Sales-Assistant in finding an existing product for the new contract by using the product name as the access key.,SMS
5ba33f5d-3e31-4749-994b-dfc037d9f176,Make contract,The system shall allow the Sales-Assistant to enter the quantity for the selected product when creating a new contract.,SMS
d92f28f0-d697-4dba-9632-5a156cfa8878,Make contract,The system shall enable the Sales-Assistant to add the selected product to the contract.,SMS
380f36b5-e847-4b2a-a3c4-de229bb4f192,Make contract,The system shall allow the Sales-Assistant to continue finding and adding additional products to the contract until all products are included in the contract.,SMS
d876e43a-fdf6-4c9a-a114-50ab73141a6a,Make contract,"The system shall provide the capability for the Sales-Assistant to enter terms and conditions, payment due date, delivery due date, and contract date for the new contract.",SMS
44c84cad-e678-47f0-9c6d-141f06c08a84,Make contract,The system shall generate and store a new contract with a unique contract number and the contract creation date once all details are entered by the Sales-Assistant.,SMS
0b4419a7-83ca-444f-a202-4a43de9776d4,Update contract,The system shall allow the Sales-Assistant to find an existing contract that has not been carried out yet by accessing it with the contract number.,SMS
dad5f365-5805-49cd-9d4f-51bc9dedc527,Update contract,"The system shall provide an option for the Sales-Assistant to search for a contract by selecting the Customer using access keys such as the customer name or customer number, in case the exact contract number is forgotten.",SMS
4c916c83-aacd-43b5-ad18-32cfeac2a8f2,Update contract,The system shall enable the Sales-Assistant to locate a contract by using a partial contract number if the full contract number is not available.,SMS
241e8b00-efe5-44d8-9d02-264350eb11e0,Update contract,"The system shall allow the Sales-Assistant to update contract information by entering necessary updates including contract terms and conditions, payment due date, and delivery due date.",SMS
c520c45b-e137-4ca0-a0e7-4e6f4f359c27,Update contract,The system shall provide functionality for the Sales-Assistant to change the assigned staff for the contract by using the staff's name as an access key.,SMS
40b7afde-0ae5-4ee0-ad30-6a04816b0523,Update contract,The system shall allow the Sales-Assistant to update the product details associated with the contract sale by using the product name as an access key.,SMS
f217adec-2095-4d49-bffe-346979d10126,Update contract,"The system shall ensure that once all necessary updates are entered, the Sales-Assistant can accept and finalize the updated contract.",SMS
ec427402-ac93-4327-87d7-86216a23388c,Update contract,The system shall generate and store updated contract sale data with a new contract creation date after the Sales-Assistant accepts the updated contract.,SMS
e33d0cfc-b33c-4fe8-bfad-30de5dce1323,View contract,The system shall allow the sales assistant to view an existing contract on the screen by finding the contract using the contract number as the access key.,SMS
a689658d-3a6d-4c58-bea5-367209e70490,View contract,"The system shall provide the option to search for a contract by selecting a customer using customer name or customer number as access keys, in case the sales assistant forgets the exact contract number.",SMS
8dcc86d4-f80f-42f2-b482-08e11b3e474a,View contract,The system shall enable the sales assistant to find a contract using a partial contract number as an access key after selecting the customer.,SMS
6e7b29ae-3c52-49d7-8932-e331c95f1781,View contract,The system shall provide the functionality to display the existing contract sales data on the screen for the sales assistant.,SMS
9d209520-9147-4d7a-9d4c-907d3e5cd0e4,View contract,The system shall allow the sales assistant to print the contract once it is viewed on the screen.,SMS
a136e1b0-202a-4ab6-8f5b-c1de9778118a,Add delivery contract,The system shall allow the Sales-Assistant to find a contract delivery product using access keys that include the product name or the product number.,SMS
45516537-6141-4f17-819c-7f5625fb7a59,Add delivery contract,The system shall enable the Sales-Assistant to enter a contract delivery quantity for a given product.,SMS
492bc74d-7e7f-452b-a0ca-a27ff71d4a85,Add delivery contract,The system shall provide the capability for the Sales-Assistant to add additional products to the same delivery until the last product is entered.,SMS
cadb0cd7-d04e-416c-af79-4c82c8bf2dd2,Add delivery contract,The system shall require the Sales-Assistant to input a delivery receipt number for each delivery.,SMS
24905124-3c0f-4416-b796-183c136522f2,Add delivery contract,The system shall require the Sales-Assistant to input the delivery date for each contract sale delivery.,SMS
