id,feature,sentence
aeb90d35-bfdc-4003-a99a-ba145f8ba95b,Update Information,"The system must validate the data entered to ensure that it is complete, accurate, and follows predefined rules (e.g., required fields, correct data formats)."
fc8faae8-a945-480f-a8c3-dd551002c356,Update Information,"Once the form is completed and closed, the system must update its database with the corrected or added information."
3bad8eba-3bfb-4a21-8388-a88ce1091b72,Update Information,"The system must confirm that the data has been successfully updated after the form is closed, and reflect the changes across relevant parts of the system."
43162524-9b6e-4528-9c3f-ff2c7a52f647,System Output,The system must ensure that the Sales Person or Sales Manager is logged into the system before allowing access to any statistical reports or data presentation features.
d4d74168-8e87-4a38-b80d-f5065d5705c9,System Output,"The system must provide a main menu with options for ""Customers,"" ""Sales Persons,"" ""Products,"" and ""Statistics"" that the user can select for viewing reports."
2104b8f6-f3a3-4a12-868b-963508d3216f,System Output,"If the ""All Customers"" option is selected, the system must display an alphabetically sorted list of all customers."
fb3e2561-82dd-4edf-9adf-7eaa60f05238,System Output,"If the ""Specific Customer"" option is selected, the system must prompt the user to input a Customer ID and display all related customer data."
e46bfbdf-d4e0-4bcd-aa76-eebaf9aa9dbf,System Output,"If the ""Sales Persons"" option is selected, the system must display an alphabetically sorted list of all Sales Persons."
94454f49-269a-489f-a6b7-bfa92a5f08e3,System Output,"If the ""All Products"" option is selected, the system must display an alphabetically sorted list of all products."
0cec4ae9-bc1f-4c5f-874e-a1e5fc775be8,System Output,"If the ""Specific Product"" option is selected, the system must prompt the user to input a product number and display all relevant product data, including stock inventory."
41a92ff1-9855-4c1b-8238-6d5fa6f46b0b,System Output,"The system must provide a ""Statistics"" menu with the following sub-options:""Sales Person Historical Data"", ""Total Largest Revenue"", ""Best Sales Person"", ""Most Sold Product"", ""Less Sold Product"""
1fc5673c-1125-47f4-919d-afd4b467945f,System Output,"If the ""Sales Person Historical Data"" option is selected, the system must prompt the user to input ""from date"" and ""to date"" values to display all sales belonging to that Sales Person within the specified date range."
0dc4c153-b415-43ff-aa01-a428f39321d0,System Output,"If the ""Total Largest Revenue"" option is selected, the system must display a list of Sales Persons and their total revenue, but only if the user is a Sales Manager."
dc9866b7-17ec-4d67-a1db-70cc3393af3d,System Output,"If the ""Best Sales Person"" option is selected, the system must prompt the user to enter a product ID and display a descending list of Sales Persons based on revenue generated for the specified product, but only if the user is a Sales Manager."
3b680e7f-7f2a-4138-8e95-8f9a0f95e831,System Output,"If the ""Most Sold Product"" option is selected, the system must prompt the user to input ""from date"" and ""to date"" values to display a list of the most sold products and their total revenue between the specified dates, but only if the user is a Sales Manager."
fc6a5c36-c9c8-404b-a2ef-f1e1879e3433,System Output,"If the ""Less Sold Product"" option is selected, the system must prompt the user to input ""from date"" and ""to date"" values to display a list of the least sold products and their total revenue between the specified dates, but only if the user is a Sales Manager."
4908c8a4-55ba-4b16-994f-89368a1435b7,System Output,"The system must allow the user to either display the requested report in a part of the browser window or print it out, depending on the user's preference."
