"source_id","option_id","source","option"
"064148a1-6e65-41c4-96aa-cd3c7777ebd8",eb504830-30f9-42e7-a153-089f64868d26,"Add users as staff if you want to assign responsibility to only specific ecommerce modules such as orders, collections, or shipping.","Apply special shipping and restocking routes from order lines, such as “dropship” and “replenish on order.”"
"064148a1-6e65-41c4-96aa-cd3c7777ebd8","5f860315-51af-4e8e-88f4-f32aab154bff","Add users as staff if you want to assign responsibility to only specific ecommerce modules such as orders, collections, or shipping.","The system must allow the administrator to add new users by filling out relevant user details (e.g., username, password, role) and assigning them the appropriate user category (Admin or Normal User)."
"06926d3f-622c-4967-9522-6cab28808df1",e9312962-3077-48b7-8262-a2e15ab1929a,The system must display a login form when the user clicks the link for the SCATS application.,The system must provide fields for the user to input their username and password.
"06926d3f-622c-4967-9522-6cab28808df1","32617737-6d40-41fe-ba11-bad6bd7b8990",The system must display a login form when the user clicks the link for the SCATS application.,The system must verify that the Sales Manager is logged into the system before allowing access to the product registration form.
"06926d3f-622c-4967-9522-6cab28808df1","1cab1730-2664-4342-ac7f-6bf98cc5bfec",The system must display a login form when the user clicks the link for the SCATS application.,"After the customer registration is completed, the system must maintain the user’s login session and ensure the system menu is still displayed."
"06926d3f-622c-4967-9522-6cab28808df1","6220c6dc-14fd-4d60-ad29-69c73a617c5e",The system must display a login form when the user clicks the link for the SCATS application.,The system must verify that the Sales Person or Sales Manager is logged into the system before allowing access to the customer registration form.
"06926d3f-622c-4967-9522-6cab28808df1",e4f0c8ec-266a-48e0-a45f-8ede01cdf893,The system must display a login form when the user clicks the link for the SCATS application.,The system must provide a menu option that allows the Sales Manager to access the product registration form.
"072fd9d6-dd93-4e39-bb03-50d67d4e8213","7a5dd008-2209-44d9-a098-96b4f1f81cb6",Look up your customers with the built-in search feature or identify them with a barcode printed on their loyalty card.,Find your customers and products with the built-in search features.
"072fd9d6-dd93-4e39-bb03-50d67d4e8213","125814cf-91df-4c05-8cea-28f4d0908a74",Look up your customers with the built-in search feature or identify them with a barcode printed on their loyalty card.,"Quickly find products by name, barcode, or description with the built-in search function."
"072fd9d6-dd93-4e39-bb03-50d67d4e8213","122d683b-ad77-49ae-9f61-da585d5562dd",Look up your customers with the built-in search feature or identify them with a barcode printed on their loyalty card.,Design a loyalty program for your customers to join and earn points that can be used on future orders.
"072fd9d6-dd93-4e39-bb03-50d67d4e8213","24081bb2-7ca7-4e2b-91d5-4373206c6104",Look up your customers with the built-in search feature or identify them with a barcode printed on their loyalty card.,"Identify your customers by registering their email and contact address, allowing you to keep track of individual sales."
"072fd9d6-dd93-4e39-bb03-50d67d4e8213","390bc52a-b052-494b-8ade-32f8f5058210",Look up your customers with the built-in search feature or identify them with a barcode printed on their loyalty card.,"Embed price, weight, and loyalty programs directly into your barcodes."
"073b7c94-98cc-4600-869d-99170bc7e4ce","7f05b0bc-1d6a-4d87-8314-ed7709c12382","The system must provide an interface for the Sales Manager to input all necessary product information, such as name, quantity, supplier details, price, and product category.","The system must allow the Sales Person or Sales Manager to input or correct data fields, such as customer information, product details, or Sales Person information."
"073b7c94-98cc-4600-869d-99170bc7e4ce","93b097e5-10e3-4aa2-ae17-1a090ff4c050","The system must provide an interface for the Sales Manager to input all necessary product information, such as name, quantity, supplier details, price, and product category.","The system must display detailed product information, including price, quantity available, and description when the Sales Person searches for a product."
"073b7c94-98cc-4600-869d-99170bc7e4ce","5ea8a677-8f5f-48e9-b94d-963f19630f63","The system must provide an interface for the Sales Manager to input all necessary product information, such as name, quantity, supplier details, price, and product category.",The system must provide an interface for the Sales Manager to input and collect required employee data during the registration process
"073b7c94-98cc-4600-869d-99170bc7e4ce","3d1f22aa-54ef-4fc2-a0b3-f969ba3f56d1","The system must provide an interface for the Sales Manager to input all necessary product information, such as name, quantity, supplier details, price, and product category.","The system shall ensure that the Sales-Assistant can browse through product information, including stock status, retail price, and wholesale price and quantity."
"073b7c94-98cc-4600-869d-99170bc7e4ce","8aef5772-15b0-4332-a039-86ef55b90989","The system must provide an interface for the Sales Manager to input all necessary product information, such as name, quantity, supplier details, price, and product category.","The system shall enable the Sales-Assistant to view detailed information about one sold product, including different customers’ names and the prices at which the product was sold."
"075215f0-090b-414a-ab2a-9205de47723b","86692c68-a2b0-477d-a9a1-0478fa5d044a",The system shall enable the Sales Assistant to record the phone number and cell number of a potential customer.,The system shall enable the Sales Assistant to update the phone and cell numbers of an existing customer.
"075215f0-090b-414a-ab2a-9205de47723b",e2123b20-3a75-4939-b1cc-a30d6c97f233,The system shall enable the Sales Assistant to record the phone number and cell number of a potential customer.,The system shall enable the Sales Assistant to input the ID card number of a potential customer.
"075215f0-090b-414a-ab2a-9205de47723b",ee7793de-65a8-4ade-bec6-5f56b32ffb8a,The system shall enable the Sales Assistant to record the phone number and cell number of a potential customer.,The system shall allow the Sales-Assistant to find an existing customer by entering either the customer's name or customer number when recording a new retail.
"075215f0-090b-414a-ab2a-9205de47723b","756c29c3-b9b0-4c37-ab9a-73c7908e6fd3",The system shall enable the Sales Assistant to record the phone number and cell number of a potential customer.,The system shall allow the Sales-Assistant to find an existing customer for creating a new contract by providing either the customer's name or customer number as access keys.
"075215f0-090b-414a-ab2a-9205de47723b","6d449a21-6e94-4c22-a062-efee364ba285",The system shall enable the Sales Assistant to record the phone number and cell number of a potential customer.,The system shall allow the Sales Assistant to search for an existing customer using either the customer name or customer number as access keys.
"07a620a9-8c0c-4cd5-9b97-01fa7fd597ec",a682fb54-6366-45c6-ae02-7c8e24df5d33,"The system shall display the details of the existing product when found, including its current quantity and stock number.","The system shall display a confirmation message showing the product name, product number, and updated stock quantity after the product is successfully added."
"07a620a9-8c0c-4cd5-9b97-01fa7fd597ec",dda44bb7-3aee-49eb-b520-6e0eec55f563,"The system shall display the details of the existing product when found, including its current quantity and stock number.","The system shall display the current price details of the existing product, including retail price, wholesale price, wholesale quantity, and contract price, when found."
"07a620a9-8c0c-4cd5-9b97-01fa7fd597ec","9f201428-8309-4ba4-8b81-67514a8a427d","The system shall display the details of the existing product when found, including its current quantity and stock number.",The system shall display a confirmation message showing the updated quantity and stock details after the product has been successfully updated.
"07a620a9-8c0c-4cd5-9b97-01fa7fd597ec","69b5b69d-bb92-4d1b-8e23-472f81180c8c","The system shall display the details of the existing product when found, including its current quantity and stock number.","Upon acceptance of the updated product details, the system shall save the changes and update the stock with the new quantity and stock number."
"07a620a9-8c0c-4cd5-9b97-01fa7fd597ec","4afcc1d0-99e4-4db2-8e7f-2f2d80206fb2","The system shall display the details of the existing product when found, including its current quantity and stock number.",The system shall update the stock to reflect the new quantity of the added product.
"0955d54c-20b8-47b8-816a-c9c8092c4a22",d3a75bd3-2a0a-4cf1-949b-a7c383d9d368,The system shall enable the Sales Assistant to further refine the search for a wholesale by using access keys like the wholesale partial number.,The system shall enable the Sales-Assistant to find a wholesale by utilizing a partial number of the wholesale as an access key after selecting a Customer.
"0955d54c-20b8-47b8-816a-c9c8092c4a22",e6bc21be-c452-465d-bcad-bf3e78023e4a,The system shall enable the Sales Assistant to further refine the search for a wholesale by using access keys like the wholesale partial number.,"The system shall allow the Sales Assistant to find an existing wholesale using the access key, which is the wholesale number."
"0955d54c-20b8-47b8-816a-c9c8092c4a22","19ef89c5-e8e2-46fd-a8a8-eee3af27841b",The system shall enable the Sales Assistant to further refine the search for a wholesale by using access keys like the wholesale partial number.,"The system shall allow the Sales-Assistant to view details of a wholesale on the screen by finding an existing wholesale using the access key ""wholesale number""."
"0955d54c-20b8-47b8-816a-c9c8092c4a22","2cf382b5-e987-4ff6-89c1-58c97e8798aa",The system shall enable the Sales Assistant to further refine the search for a wholesale by using access keys like the wholesale partial number.,"The system shall provide an option for the Sales Assistant to search for a wholesale by selecting a customer using access keys, such as customer name or customer number, if the exact wholesale number is forgotten."
"0955d54c-20b8-47b8-816a-c9c8092c4a22","47b65308-ab80-42f3-80dd-fbca2f61c786",The system shall enable the Sales Assistant to further refine the search for a wholesale by using access keys like the wholesale partial number.,The system shall enable users to find a wholesale using a partial wholesale number as the access key after selecting a customer.
"099ae438-82d4-486c-8f57-ad5996f43286","695c6683-ca86-4e08-9c12-c8061a2af614",Guests are third-party visitors who have the same privileges as an author. They do not need to be a part of your organization.,Developers are third-party visitors who have the same privileges as an admin. They do not need to be a part of your organization.
"099ae438-82d4-486c-8f57-ad5996f43286","5f0137fc-49f7-4648-b565-2bd389de0a99",Guests are third-party visitors who have the same privileges as an author. They do not need to be a part of your organization.,"Authors have privileges similar to admins, but they can only edit the pages they have access to."
"099ae438-82d4-486c-8f57-ad5996f43286","851de074-3564-46e0-8bd5-efc694db6679",Guests are third-party visitors who have the same privileges as an author. They do not need to be a part of your organization.,"Admins have the same privileges as the store owner, except that they can't delete or unpublish the store, nor can they edit user permissions."
"099ae438-82d4-486c-8f57-ad5996f43286","63332adc-e4f2-4f79-ac11-fb23ada665d5",Guests are third-party visitors who have the same privileges as an author. They do not need to be a part of your organization.,"The system must enforce role-based access control, where normal users can enter inward details and generate reports, but admins are restricted from making such entries."
"099ae438-82d4-486c-8f57-ad5996f43286","938dc2bf-0774-4d2a-b851-4c64cfc137a8",Guests are third-party visitors who have the same privileges as an author. They do not need to be a part of your organization.,It also allows them to view the list of Outward entries.
"0a898e3f-78ca-4fd0-8e1b-a2d61e38d251","0143aef8-853a-437b-ab2c-57351aff104a","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions."
"0a898e3f-78ca-4fd0-8e1b-a2d61e38d251","85b9338c-0e0b-4922-8afe-edb9454ba980","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.","Keep track of stock, incoming orders and product availability."
"0a898e3f-78ca-4fd0-8e1b-a2d61e38d251","990b5f75-9b5f-4651-a2c1-5654d326548c","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.","The system must generate stock statement reports, summarizing the current stock levels for each product at each godown, with details about inwards, deliveries, and returns over the selected period."
"0a898e3f-78ca-4fd0-8e1b-a2d61e38d251",df3f21c3-52c2-4bd3-a819-3dd292fd38aa,"Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.","Forecasted report of on-hand, incoming, and outgoing stock while operations are happening in real-time. Calculate out-of-stock dates for products based on customer orders, shipment dates, and manufacturing orders so you can swiftly react to vendor order deadlines and lead times."
"0a898e3f-78ca-4fd0-8e1b-a2d61e38d251","63b0ed3d-1a92-454f-bc50-06082aaa3a79","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.","Schedule recurring stock counts on vital storage locations, products, or lots to keep inventory up to date all the time."
"0b4419a7-83ca-444f-a202-4a43de9776d4",d5fce2e5-97e1-4e07-a1a7-483cb9ce67c8,The system shall allow the Sales-Assistant to find an existing contract that has not been carried out yet by accessing it with the contract number.,The system shall allow the Sales-Assistant to find an existing contract using the contract number as the access key.
"0b4419a7-83ca-444f-a202-4a43de9776d4",e33d0cfc-b33c-4fe8-bfad-30de5dce1323,The system shall allow the Sales-Assistant to find an existing contract that has not been carried out yet by accessing it with the contract number.,The system shall allow the sales assistant to view an existing contract on the screen by finding the contract using the contract number as the access key.
"0b4419a7-83ca-444f-a202-4a43de9776d4","4c916c83-aacd-43b5-ad18-32cfeac2a8f2",The system shall allow the Sales-Assistant to find an existing contract that has not been carried out yet by accessing it with the contract number.,The system shall enable the Sales-Assistant to locate a contract by using a partial contract number if the full contract number is not available.
"0b4419a7-83ca-444f-a202-4a43de9776d4","0e651f80-69b3-4403-a206-c6a8b22141b8",The system shall allow the Sales-Assistant to find an existing contract that has not been carried out yet by accessing it with the contract number.,The system shall enable the Sales-Assistant to locate the contract using a partial contract number after selecting the customer.
"0b4419a7-83ca-444f-a202-4a43de9776d4","8dcc86d4-f80f-42f2-b482-08e11b3e474a",The system shall allow the Sales-Assistant to find an existing contract that has not been carried out yet by accessing it with the contract number.,The system shall enable the sales assistant to find a contract using a partial contract number as an access key after selecting the customer.
"0b985b98-5735-4271-a2b0-58adbce79d8d","4a3f9539-71ef-43b4-ac9f-38affcbd18f0",The system shall provide an option for the Sales Assistant to add the product to the stock after entering the required details.,The system shall enable the Sales Assistant to input the quantity of the new product being added to the stock.
"0b985b98-5735-4271-a2b0-58adbce79d8d",cfd2a427-2d57-4c17-8c48-c727a3ad2d48,The system shall provide an option for the Sales Assistant to add the product to the stock after entering the required details.,The system shall provide the functionality for the Sales-Assistant to add a selected product and its quantity to the retail record.
"0b985b98-5735-4271-a2b0-58adbce79d8d","82ec8cc4-6342-4d40-a856-7d803c54528d",The system shall provide an option for the Sales Assistant to add the product to the stock after entering the required details.,The system shall allow the Sales Assistant to update the stock number of the existing product.
"0b985b98-5735-4271-a2b0-58adbce79d8d","4494c1ef-a3cc-4848-a43c-e44d8fd5e04e",The system shall provide an option for the Sales Assistant to add the product to the stock after entering the required details.,The system shall provide an option for the Sales Assistant to accept the changes made to the product details.
"0b985b98-5735-4271-a2b0-58adbce79d8d",e61f9b9d-6013-4e8e-867d-3780315098c2,The system shall provide an option for the Sales Assistant to add the product to the stock after entering the required details.,The system shall allow the Sales Assistant to enter the product name when recording the stock status for a new product.
